,2022,name,Tuition,Enrollment Numbers,super_opeid,type,tier,tier_name,iclevel,region,state,cz,czname,cfips,county,multi,count,female,k_married,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc,k_rank,k_mean,k_median,k_median_nozero,k_0inc,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,ktop1pc_cond_parq1,ktop1pc_cond_parq2,ktop1pc_cond_parq3,ktop1pc_cond_parq4,ktop1pc_cond_parq5,k_married_cond_parq1,k_married_cond_parq2,k_married_cond_parq3,k_married_cond_parq4,k_married_cond_parq5,shareimputed,imputed
61,59,university of washington,39906,35582,3798.0,1.0,5.0,Selective public,1.0,4.0,WA,39400.0,Seattle,53033.0,King,0.0,4797.66666666667,0.52928507,0.57392865,0.024520487999999997,0.0014539137,155928.359372829,108100.0,0.708730982080126,0.053789549000000006,0.09040527,0.14246070000000002,0.23055056,0.48279393,0.27892885,0.14766757,0.025079435,0.0022191405,0.69790483,68049.2787846088,57500.0,62400.0,0.09800436300000001,0.10706259,0.083190426,0.10206151,0.19071758,0.51696789,0.3304567,0.19882999,0.042428247999999995,0.65404105,0.66309106,0.68376315,0.69076586,0.71689278,0.14983298,0.086724229,0.12779802,0.17978512,0.45585972,0.12983003,0.091954663,0.10946403,0.20379291,0.4649584,0.11081654,0.080619499,0.11399319,0.21664169,0.477929,0.11575408,0.082114428,0.10095587,0.19097048,0.51020515,0.092775926,0.08242801599999999,0.09481521,0.18171683,0.54826403,0.027029671,0.031595271,0.029404286,0.037002272999999995,0.052606507999999996,0.4996666,0.49625897,0.54888356,0.59533972,0.59391207,0.0,0.0
62,63,george washington university,59870,11762,1444.0,2.0,2.0,Other elite schools (public and private),1.0,3.0,DC,11304.0,Washington DC,11001.0,District Of Columbia,0.0,2117.6666666666697,0.56304109,0.54504699,0.021565982999999997,0.0012465151,293372.162157642,137300.0,0.758928320247621,0.051041558,0.081455447,0.11844667,0.16060691,0.58844936,0.46102962,0.31927648,0.09651672800000001,0.011699039,0.72598773,80767.988697515,63900.0,69400.0,0.085654102,0.09438397,0.08405731599999999,0.08367078,0.1652469,0.57264096,0.39700028,0.24955685,0.072209336,0.63859445,0.64670521,0.69875711,0.73615205,0.74724978,0.15202813,0.1127269,0.10664506,0.20608184,0.42251809999999995,0.14949213,0.10601693,0.08718009300000001,0.19348909,0.46382174,0.093348965,0.090563215,0.1112361,0.20882316,0.49602857,0.07071279,0.086328395,0.095632695,0.16070622,0.58661991,0.088424653,0.07660141599999999,0.072378948,0.15026355,0.61233139,0.024421571,0.024804099,0.04800107,0.062923379,0.090323649,0.43199766,0.48985961,0.51176667,0.53621018,0.57160276,0.0,0.0
63,63,pennsylvania state university,36476,39809,3329.0,1.0,5.0,Selective public,1.0,1.0,PA,16100.0,State College,42027.0,Centre,0.0,13272.666666666699,0.4670752,0.59939134,0.017627658,0.0007071303,123356.386532159,95400.0,0.674660391278901,0.058273940999999996,0.10391826,0.17649817,0.26376334,0.39754629,0.2206322,0.10232303,0.014083563,0.0008028548299999999,0.68118328,60571.3975871465,50900.0,54600.0,0.078122191,0.086313769,0.094333261,0.13671924,0.23426019,0.44837356,0.26696977,0.14120162,0.027043853,0.59548485,0.62261766,0.64735192,0.6792351,0.72536689,0.12916623,0.14357063,0.18894058,0.23582622,0.30249640000000005,0.1114758,0.12338427,0.17409454,0.25759545,0.33344996,0.09102495,0.10566165,0.17532709,0.25398526,0.37400103,0.078199819,0.09487433,0.1394131,0.25911799,0.42839473,0.076746754,0.0741335,0.10036655,0.20268089,0.5460723000000001,0.012134588,0.0088918908,0.014231833000000001,0.020717064,0.043860044,0.47117427,0.51983136,0.58853638,0.61655462,0.63241458,0.0,0.0
65,63,university of connecticut,41192,18917,1417.0,1.0,3.0,Highly selective public,1.0,1.0,CT,20901.0,Bridgeport,9013.0,Tolland,0.0,3297.0,0.54140127,0.59301078,0.017135376,0.00081910024,140206.586228958,110300.0,0.724917214339332,0.036613487,0.078227118,0.13606982,0.25024489,0.49884468,0.27286658,0.11462477,0.013716866999999999,0.0009318118699999999,0.71611166,67043.8617777525,56700.0,60000.0,0.067316309,0.074682295,0.079019561,0.10123381,0.23119001,0.51387429,0.29833701,0.16079386,0.026794376,0.66745579,0.69450921,0.70549774,0.71134526,0.72835666,0.10788852,0.11479725,0.14456204,0.16474502,0.46800721,0.085011758,0.08877783300000001,0.11378486,0.23590904,0.47651657,0.076992467,0.08194816099999999,0.11799695,0.22413051,0.49893188,0.07254624400000001,0.082065433,0.09456963800000001,0.25611821,0.49470043,0.071066655,0.07253655,0.094856046,0.22474724,0.53679353,0.022371544,0.013823755,0.017954569,0.022694778,0.033620801,0.50100797,0.52058202,0.56052828,0.59061116,0.62118548,0.0,0.0
66,63,worcester polytechnic institute,55531,4892,2233.0,2.0,4.0,Highly selective private,1.0,1.0,MA,20500.0,Boston,25027.0,Worcester,0.0,598.0,0.23244147,0.60654932,0.021758402000000003,0.0011657587,138955.757263796,109500.0,0.727244812841532,0.032200336,0.077073932,0.14996967,0.25347868,0.48727742,0.27188352,0.14080228,0.019953895,0.0016577364999999999,0.81314069,102151.289558947,85200.0,88200.0,0.059672642000000005,0.059810065,0.049370937000000004,0.050049912,0.093148798,0.74762034,0.61065006,0.35997632,0.046802469000000006,0.80143374,0.81026024,0.8105529,0.80272537,0.82058436,0.051502001,0.052954737,0.08253696599999999,0.13728651,0.67571968,0.06539716599999999,0.09085687199999999,0.032346383,0.11142719,0.69997233,0.083437502,0.03658773,0.043777369000000003,0.099583484,0.73661399,0.063802816,0.06204250099999999,0.055636112,0.10185357,0.71666503,0.050126508,0.039914802,0.049727905999999995,0.08083237,0.77939838,0.03620331,0.053676370999999994,0.03734237,0.024928059,0.060706086,0.71054149,0.58039385,0.58369154,0.60964954,0.60923654,0.68450391,1.0
69,68,texas a&m university,40087,55568,3632.0,1.0,3.0,Highly selective public,1.0,3.0,TX,31800.0,College Station,48041.0,Brazos,0.0,7121.0,0.51724946,0.72902215,0.014348201000000001,0.0013531814,164709.115493201,119400.0,0.752474278528269,0.032128137,0.066445634,0.12343602,0.22143215,0.55655813,0.33713397,0.17482647,0.029282957000000002,0.0022624095,0.70535862,73997.094675227,59400.0,66200.0,0.10268974,0.11240903,0.07989247099999999,0.083346546,0.19734216,0.52700984,0.36846721,0.22913502,0.057820417,0.6693213000000001,0.68743151,0.69316977,0.69694346,0.71563047,0.11293304,0.086285993,0.12238974,0.23179825,0.44659302,0.11026668,0.092759199,0.09837468699999999,0.22602350000000002,0.47257602,0.10529300000000001,0.085061394,0.10512336,0.22957592,0.47494641,0.108197,0.083775543,0.087252244,0.21859437,0.50218081,0.11588855,0.075295955,0.072914854,0.17632456,0.55957603,0.042118265999999994,0.040131841,0.04890980599999999,0.041817743,0.069181673,0.62521929,0.68370456,0.70136213,0.72636938,0.74761456,0.0,0.0
70,68,yeshiva university,47500,2017,2903.0,2.0,6.0,Selective private,1.0,1.0,NY,19400.0,New York,36061.0,New York,0.0,630.333333333333,0.46747753,0.81344277,0.015016814,0.0015225435999999999,325796.83730499697,180100.0,0.825456859036642,0.031594984,0.04837488400000001,0.074784361,0.12670825,0.71853757,0.58494407,0.42394692,0.12664589,0.012356658000000001,0.61989611,69211.4150230533,46400.0,58600.0,0.16424145,0.18486258,0.12985426,0.12183191,0.13477761,0.42867365,0.30295292,0.20363446,0.077809498,0.61564618,0.63082665,0.58498085,0.61680484,0.6235261,0.19670831,0.076566279,0.15715864,0.09427571300000001,0.47529107,0.16080569,0.11690446,0.19159606,0.18606545,0.3446283,0.21699066,0.12216315,0.14316709,0.15250450000000002,0.36517459,0.17315549,0.15328433,0.15427808,0.099740013,0.41954207,0.18468191,0.12973799,0.10763958,0.13743922,0.44050124,0.048189409,0.080198586,0.054204907000000004,0.059895523,0.084566794,0.72218418,0.69208461,0.73037559,0.74752617,0.84589517,0.71285033,1.0
71,68,indiana university bloomington,38354,32986,95.0,1.0,5.0,Selective public,1.0,2.0,IN,14600.0,Bloomington,18105.0,Monroe,1.0,12803.0,0.5710900999999999,0.59864211,0.009217469,0.0004896176400000001,149041.616156451,99400.0,0.689946927749989,0.052903257,0.09931938400000001,0.15951565,0.26828796,0.41997385,0.24060203,0.13392854,0.030216955,0.00250286,0.61015254,50849.8235895233,40100.0,43500.0,0.097468153,0.10807659,0.13675916,0.18900163,0.25533625,0.31082645,0.16920614,0.09819348900000001,0.025216287,0.52797693,0.55278718,0.5754630000000001,0.60355675,0.65145963,0.13479853,0.20212618,0.24875179,0.24009089,0.17423254,0.12579314,0.17596489,0.24241282,0.25176537,0.20406379,0.11534373,0.15096414,0.22922064,0.27129787,0.23317368,0.10402687,0.13538033,0.19974135,0.27914965,0.2817018,0.10034748,0.1147387,0.14670694,0.23682602,0.40138081,0.0092549622,0.012082768999999998,0.011446416000000001,0.015600207,0.041705895,0.43990755,0.51140046,0.57408655,0.62008923,0.63489509,0.0,0.0
72,68,fordham university,55776,9399,2722.0,2.0,4.0,Highly selective private,1.0,1.0,NY,19400.0,New York,36005.0,Bronx,0.0,1394.66666666667,0.59130019,0.50407398,0.039781969,0.0030799720000000003,187958.380993816,113300.0,0.706998856043725,0.076365903,0.093862742,0.12761247,0.19168758,0.51047134,0.33115616,0.19682981,0.047085628,0.0053588585,0.71979797,80400.704178119,63300.0,67000.0,0.080069363,0.091349877,0.090631105,0.09046478599999999,0.15815672,0.56939757,0.36433199,0.2285953,0.06735005200000001,0.69870645,0.67169559,0.70766288,0.72677171,0.73221296,0.088856757,0.10111314,0.10060756,0.18848369,0.52093887,0.11817682,0.11252943,0.11429506,0.16740718,0.48759153,0.084927343,0.11451055,0.09243696900000001,0.17868108,0.52944416,0.087390237,0.08229318299999999,0.08767695,0.16074894,0.58189076,0.0898825,0.082197823,0.085119471,0.14581461,0.59698558,0.04033177,0.06101077,0.061816335,0.06489390099999999,0.07486327,0.40638979999999997,0.43365464,0.50159627,0.51911831,0.52660584,0.0,0.0
73,68,southern methodist university,60236,6827,3613.0,2.0,4.0,Highly selective private,1.0,3.0,TX,33100.0,Dallas,48113.0,Dallas,0.0,1191.0,0.54548001,0.58849925,0.017678505,0.0030452066999999998,493450.67768681794,176400.0,0.7867806185502951,0.044499464,0.087756932,0.094763175,0.11861736,0.65436316,0.54401809,0.44958115,0.20762008,0.03479242,0.67789221,79414.8740707214,55400.0,63700.0,0.11956776,0.12958485,0.10793521,0.093863294,0.17189056,0.49672619,0.36419103,0.24937883,0.08132719999999999,0.65748763,0.65619624,0.66371202,0.70325667,0.6796449999999999,0.12576388,0.14232944,0.079732895,0.25489929,0.39727455,0.11048276,0.12178447,0.12196860000000001,0.22800013,0.41776409999999997,0.10911584,0.11133356,0.11221965,0.23348305,0.43384793,0.094875239,0.091272295,0.10989817,0.1788971,0.5250571999999999,0.14166261,0.10626727,0.08549000300000001,0.14853097,0.51804912,0.068432435,0.025869131,0.053482823,0.054658201,0.09850826900000001,0.48669595,0.48891279,0.48802769,0.52821654,0.63425535,0.0,0.0
74,75,virginia polytechnic institute and state university,33253,30020,3754.0,1.0,3.0,Highly selective public,1.0,3.0,VA,16600.0,Roanoke,51121.0,Montgomery,0.0,4591.0,0.43178684,0.65335566,0.013518651000000001,0.00051297265,160204.699947361,123300.0,0.76379714226451,0.028448775,0.060345702,0.11394559,0.22006769,0.57719231,0.34985486,0.16548753,0.022486659,0.0018517104999999999,0.73210704,70050.93190764991,62300.0,66400.0,0.07065609099999999,0.07731342299999999,0.072003372,0.09205459099999999,0.1994247,0.55920398,0.37268007,0.20006725,0.032146707000000004,0.69571859,0.69861877,0.71045786,0.72365129,0.74489951,0.073069915,0.089705735,0.13483353,0.22719806,0.47519273,0.09697067699999999,0.088267118,0.10701971,0.20037773,0.50736475,0.078433812,0.075501569,0.11098176,0.24075185,0.494331,0.070596233,0.07249354599999999,0.10817449999999999,0.22000809,0.52872765,0.077807292,0.068552978,0.078498907,0.18194970000000002,0.59319115,0.01803145,0.035064772,0.021060554,0.023987174,0.037836898,0.5576002,0.61088079,0.62187308,0.65855658,0.66674811,0.0,0.0
75,75,loyola marymount university,53051,6673,11649.0,2.0,6.0,Selective private,1.0,4.0,CA,38300.0,Los Angeles,6037.0,Los Angeles,0.0,1016.0,0.585958,0.50929028,0.024588707999999997,0.0016685483999999999,314268.55261647,131800.0,0.7491167475154079,0.05359913,0.095755287,0.11210898,0.15935838,0.57917821,0.43738458,0.29893836,0.086172074,0.015385716,0.68718237,66238.5099206959,56200.0,62200.0,0.10276026,0.11434958,0.093833104,0.10218398,0.18558641,0.50404692,0.32088459,0.18749973,0.045171659,0.65811485,0.69880038,0.68564588,0.70289963,0.68392444,0.15566319,0.093558639,0.10331354,0.18871263,0.45875201,0.095708139,0.082403794,0.112077,0.25591391,0.45389715,0.10151209,0.09463827300000001,0.10992192,0.17638138,0.51754636,0.08925625699999999,0.090792388,0.10353165,0.187856,0.52856374,0.12299748,0.096428894,0.098575249,0.17482719,0.50717127,0.031130141,0.034403022000000005,0.026389307999999997,0.026874512000000003,0.056921482,0.44625935,0.45285198,0.47061491,0.49183959,0.53674203,0.0,0.0
76,75,clemson university,37712,20868,3425.0,1.0,3.0,Highly selective public,1.0,3.0,SC,8300.0,Greenville,45077.0,Pickens,0.0,2862.6666666666697,0.47578016,0.68194026,0.012014057,0.00024017456000000002,167040.680695447,120200.0,0.753945141045171,0.031747334,0.066345565,0.11962822,0.22191879,0.56036019,0.33743089,0.17781831,0.030593092000000002,0.0023456201999999997,0.69215232,62756.056707033094,52300.0,56100.0,0.08032614,0.087424845,0.082709014,0.12168007,0.24276069,0.46542546,0.27572742,0.14622211,0.030880743999999998,0.6639626000000001,0.6645599,0.66878468,0.67883503,0.70727885,0.077422433,0.08709126699999999,0.18071438,0.27634466,0.37842729999999997,0.091660909,0.10116316,0.13220859,0.28104782,0.39391956,0.10144714,0.08233352,0.13222070000000002,0.26500642,0.41899216,0.08021111,0.088928051,0.12713321,0.28354821,0.42017943,0.087353289,0.077893034,0.11267903,0.21542265,0.50665194,0.0075651882,0.01945439,0.02031135,0.018601598,0.040673841,0.49258329999999995,0.58626777,0.63784611,0.68663603,0.7115494000000001,0.0,0.0
77,75,baylor university,50232,14399,3545.0,2.0,4.0,Highly selective private,1.0,3.0,TX,32801.0,Waco,48309.0,McLennan,0.0,2522.6666666666697,0.58958775,0.6917218,0.013736501000000002,0.0013184854999999998,215777.86020084601,132400.0,0.764612908894492,0.040205304,0.072580665,0.11057460000000001,0.18152407,0.59511542,0.43043634,0.27677065,0.059036355,0.0042398018,0.65530515,65545.4330321749,50300.0,56300.0,0.12313158,0.13394131,0.10500055,0.10459262,0.21424875,0.44221681,0.28975901,0.18077478,0.050288547,0.63389194,0.66469955,0.65771419,0.65816551,0.65428591,0.11525723,0.10278519999999998,0.16422249,0.27607611,0.34165895,0.09448499199999999,0.091973521,0.12979269,0.28474724,0.39900154,0.11803998,0.090547122,0.11794143,0.26440468,0.40906686,0.12392583,0.11518522,0.10798737,0.21326667,0.43963486,0.14602517,0.10631792,0.093974926,0.19245410000000002,0.46122783,0.03279382,0.032591472999999996,0.033497274,0.044069897000000004,0.058645524000000004,0.49637836,0.55714667,0.5969438,0.70154649,0.73594511,0.0,0.0
78,79,american university,51334,7953,1434.0,2.0,4.0,Highly selective private,1.0,3.0,DC,11304.0,Washington DC,11001.0,District Of Columbia,0.0,1103.0,0.63553941,0.52136064,0.012844238000000001,0.0018530170000000002,305748.266196358,135700.0,0.775091676994478,0.035309113999999996,0.066071384,0.10890936,0.17679563,0.61291456,0.43759501,0.2953482,0.087893449,0.014072705,0.70164877,67366.2608935857,59100.0,64100.0,0.10071619,0.10905255,0.08869144300000001,0.079618201,0.18900143,0.53363645,0.34616581,0.18462574,0.037534747,0.58444679,0.67649764,0.6979183000000001,0.7087791,0.70971793,0.22338593,0.12854101,0.10608861,0.17821896,0.36376554,0.12498039,0.10656251,0.057607122000000004,0.16797176,0.54287821,0.12202914,0.077655025,0.096146695,0.18042013,0.52374905,0.10782169999999999,0.078707755,0.07084151400000001,0.18977211,0.55285692,0.09879817099999999,0.089310162,0.08006072,0.19319205,0.53863889,0.052479852,0.013965783,0.033366267000000005,0.039805363999999996,0.039300226,0.38287649,0.45790958,0.52152377,0.53545636,0.53208351,0.0,0.0
79,79,brigham young university,6120,33365,3670.0,2.0,6.0,Selective private,1.0,4.0,UT,36000.0,Provo,49049.0,Utah,0.0,5924.66666666667,0.54861033,0.84456772,0.0065053943999999995,0.00045399312999999994,197843.022523243,119600.0,0.768016250480666,0.022001563,0.051299132000000004,0.12214875,0.24779634,0.55675429,0.34498632,0.20228039,0.047407553,0.0042721964,0.52898645,49451.490395029294,32600.0,53900.0,0.27070779,0.29219255,0.13071229,0.09129632300000001,0.13415763,0.3516413,0.23377673,0.1427273,0.034488034,0.51333505,0.52655244,0.51787561,0.53046477,0.53160888,0.29348624,0.15690321,0.088091716,0.16584010000000002,0.29567873,0.29528934,0.12948836,0.12143508,0.16275641,0.29103073,0.2950325,0.1446519,0.10789456,0.15613477,0.29628631,0.27583623,0.13087195,0.09816111599999999,0.14544697,0.3496837,0.29851276,0.1266607,0.081949078,0.12042426,0.37245321,0.020634586,0.021826461000000002,0.023024039,0.029151097,0.041092578,0.77655798,0.81348544,0.82328594,0.84647077,0.85394114,0.0,0.0
80,79,gonzaga university,48470,4852,3778.0,2.0,4.0,Highly selective private,1.0,4.0,WA,38601.0,Spokane,53063.0,Spokane,0.0,684.0,0.53070176,0.64240348,0.0080217542,0.0,202273.45858461302,121100.0,0.761233552506096,0.02698392,0.067326613,0.12614593,0.22917559999999998,0.55036795,0.35729319,0.21897499,0.048732742999999995,0.006978424699999999,0.69809091,63900.0449789839,54900.0,58600.0,0.088028356,0.091422677,0.08697369699999999,0.12037431,0.20605166,0.49517766,0.30290499,0.168501,0.033150862999999996,0.55781686,0.63395417,0.69783962,0.70256537,0.71100861,0.1691182,0.10332835,0.18405268,0.2462218,0.29727906,0.13674107,0.12325833,0.13129112,0.25293249,0.35577697,0.09782847800000001,0.0673972,0.13156673,0.21486917,0.4883385,0.082063749,0.096360326,0.11402578,0.21863776,0.48891237,0.08449842,0.082311489,0.115995,0.19108532,0.52610976,0.0,0.014755735,0.030772317,0.028173057,0.039644439,0.66241831,0.53634959,0.63651192,0.6407041,0.65645379,0.0,0.0
81,79,north carolina state university,29916,26150,2972.0,1.0,5.0,Selective public,1.0,3.0,NC,1701.0,Raleigh,37183.0,Wake,0.0,3984.0,0.41859102,0.64276087,0.013513586000000001,0.0006001904799999999,154271.343733005,111400.0,0.722102927345748,0.042567462,0.082309589,0.14161217,0.23833674,0.49517399,0.28692931,0.14253864,0.022383779,0.0011223247,0.68862855,63117.2957611697,52300.0,55900.0,0.07740031900000001,0.084735744,0.096049935,0.12504728,0.23104838,0.46311858,0.28500509,0.14761452,0.026383851,0.61963779,0.67293799,0.66804308,0.68491209,0.70484346,0.11651855,0.12937702,0.19142620000000002,0.24521539,0.3174628,0.089025475,0.10257290000000001,0.14180575,0.25121236,0.41538343,0.09144031300000001,0.10153472,0.137889,0.24627158,0.42286435,0.075933225,0.10269438,0.12892449,0.24579324,0.44665468,0.08360990900000001,0.08733406699999999,0.11101669,0.21502823,0.50301111,0.014099748,0.016957498999999997,0.018872948,0.020123078,0.034168169,0.45342356,0.53065139,0.61627585,0.6468510000000001,0.68327808,0.0,0.0
82,83,university of california riverside,43496,22687,1316.0,1.0,5.0,Selective public,1.0,4.0,CA,38300.0,Los Angeles,6065.0,Riverside,0.0,2364.3333333333303,0.55040181,0.50917256,0.060172301,0.0009895676,102472.00936112199,75000.0,0.575710170816572,0.14668724,0.16825736,0.17444277,0.19286288,0.31774977,0.17304364,0.07620035900000001,0.0085811093,0.00070785923,0.67372859,59668.7006858655,52800.0,57200.0,0.10172298,0.11053374,0.09528920099999999,0.11147974,0.21582904,0.46686825,0.26184991,0.13628517,0.027428165,0.63999844,0.67334557,0.6697768,0.67680657,0.68980408,0.13342476,0.11012588,0.12946919,0.21677196,0.41020814,0.10713977,0.09174101800000001,0.10984452,0.2502529,0.44102174,0.10588679,0.10107698,0.11263645,0.23522186,0.44517788,0.10801816,0.099395581,0.11240466,0.19792956,0.48225203,0.10584148,0.084648915,0.10284449999999999,0.19738318,0.50928199,0.006746105400000001,0.020092303,0.022760546,0.030751117999999997,0.041406035,0.45848325,0.47437957,0.49643865,0.51259506,0.55591035,0.0,0.0
83,83,stevens institute of technology,56920,3670,2639.0,2.0,4.0,Highly selective private,1.0,1.0,NJ,19600.0,Newark,34017.0,Hudson,0.0,293.0,0.258248,0.5924843000000001,0.042902324000000006,0.0022622331,122522.101802474,96000.0,0.659154097374796,0.068676248,0.13003236,0.15977728,0.23977853,0.40173559999999997,0.25006649,0.09099146,0.012514295,0.0010839927,0.83089244,95753.7115241041,92100.0,94800.0,0.057875853,0.063341349,0.028239012,0.043143626,0.069885045,0.79539096,0.64156222,0.40924653,0.069573089,0.73540354,0.79840589,0.82620841,0.85088652,0.84766048,0.097436219,0.094736852,0.076627612,0.10649538,0.62470394,0.061835880999999995,0.068016656,0.056624409,0.071756974,0.7417661,0.080616631,0.0069176983,0.076815516,0.043185554,0.79246455,0.057885955999999995,0.014146376,0.028856532999999997,0.08146596,0.81764519,0.054385569,0.020887334,0.028191606,0.066727355,0.82980812,0.032940544,0.025771966,0.071689799,0.061694175,0.093873501,0.60542041,0.5631153,0.58781052,0.58813471,0.60423374,0.0,0.0
84,83,michigan state university,39766,38491,2290.0,1.0,5.0,Selective public,1.0,2.0,MI,11700.0,Lansing,26065.0,Ingham,0.0,6799.0,0.54694319,0.62562639,0.013878376000000001,0.0008371742999999999,157147.031028613,120400.0,0.746997776367901,0.040914696,0.068264715,0.11769731,0.21698853,0.5561347,0.33570516,0.15795681,0.024786016,0.0018156042,0.68983477,63681.269599236395,52600.0,56100.0,0.07676181900000001,0.08524549,0.08772411199999999,0.12462381,0.23772034,0.46468624,0.27821243,0.14966966,0.031234177000000002,0.63060814,0.63675767,0.66479629,0.67857927,0.71039778,0.09862972099999999,0.14010204,0.16133687,0.26072866,0.33920273,0.11021423,0.11901911,0.1513547,0.26582649,0.35358539,0.089856103,0.10257204,0.15141438,0.25308976,0.40306777,0.084774233,0.08586265900000001,0.14296445,0.25664526,0.42975342,0.080404043,0.077613227,0.10581584,0.22194095,0.51422596,0.020461457,0.012172473,0.019460071000000002,0.025049895,0.039271265,0.47922539999999997,0.53658539,0.5886097,0.62167645,0.65670198,0.0,0.0
85,83,marquette university,45766,8024,3863.0,2.0,4.0,Highly selective private,1.0,2.0,WI,24100.0,Milwaukee,55079.0,Milwaukee,0.0,1599.33333333333,0.56335974,0.67371345,0.011462465,0.0008476867800000002,208558.65153775,124800.0,0.771321914503106,0.027533337,0.05864165,0.11006212,0.22035825,0.58340454,0.3760092,0.22018613,0.054979477,0.0049327458,0.73605627,78047.2189795879,60100.0,63500.0,0.060637128,0.066018626,0.065445751,0.099938609,0.21571046,0.55288649,0.33829662,0.18155970000000002,0.039403487,0.67409277,0.68192744,0.7105965,0.73652774,0.74904662,0.081926234,0.081093878,0.15657648,0.26409122,0.41631222,0.069744885,0.10520575,0.14901705,0.2290656,0.44696671,0.074537866,0.065540679,0.12779503,0.25373977,0.47838661,0.058094427000000004,0.072819605,0.09394522,0.23753865,0.53760201,0.066279195,0.057907633,0.08934097699999999,0.19666563,0.58980662,0.03078765,0.01087515,0.035549673999999996,0.032942463,0.045845117000000005,0.54351604,0.60674465,0.59940565,0.67304909,0.70085907,0.0,0.0
86,83,university of iowa,31569,22304,1892.0,1.0,5.0,Selective public,1.0,2.0,IA,22100.0,Iowa City,19103.0,Johnson,0.0,3802.3333333333303,0.55351979,0.6522004,0.010060681,0.0009748812300000001,167563.289283718,114700.0,0.74403140100639,0.031409197,0.066570669,0.13972484,0.24048454,0.52181089,0.32289571,0.18043779999999998,0.031133361000000002,0.0024362763,0.69606036,64579.8068897525,52600.0,55600.0,0.06931234900000001,0.07803758200000001,0.085824922,0.12270182,0.25116366,0.46227211,0.27199584,0.15111133,0.036965169,0.62376767,0.64364094,0.69054848,0.68666375,0.7129057,0.10213698,0.11573064,0.17977428,0.28204811,0.32031003,0.11006658,0.096045561,0.14830969,0.30418608,0.3413921,0.062683694,0.088763699,0.15077844,0.27986616,0.41790801,0.07944452,0.08456481199999999,0.12837163,0.2717737,0.43584538,0.07596370599999999,0.08251471099999999,0.10586842,0.22535606,0.510297,0.031038082999999998,0.032702092,0.028136352000000003,0.027037365,0.04480525900000001,0.53095573,0.56190902,0.65245652,0.65881008,0.66790253,0.0,0.0
87,83,elon university,38725,6291,2927.0,2.0,4.0,Highly selective private,1.0,3.0,NC,500.0,Greensboro,37001.0,Alamance,0.0,946.333333333333,0.61042619,0.63001317,0.0063649565,3.7003715999999997e-05,269743.98920174397,146000.0,0.801888412680161,0.020629592,0.047432169,0.097863033,0.17212591,0.66194928,0.47828841,0.29225561,0.067646362,0.0090618543,0.66412324,56824.3523742955,47300.0,51000.0,0.083035469,0.097936541,0.093794622,0.14199446,0.27274412,0.39353025,0.22919391,0.11685187,0.022861997000000002,0.6279511999999999,0.60864419,0.63879931,0.6499539000000001,0.67665428,0.088436998,0.10842215,0.18568501,0.30892056,0.30853525,0.09291197400000001,0.12158875,0.18708099,0.31913495,0.27928326,0.08595012099999999,0.10640603,0.20001274,0.30775419,0.29987693,0.087433256,0.09628316,0.17202301,0.31056431,0.33369625,0.10309587,0.08883559,0.12101641,0.25328228,0.43376988,0.0017937201999999998,0.0075578364,0.0068005216000000005,0.014348878999999998,0.029203407,0.6248486,0.6069169,0.60175741,0.61979282,0.63866407,0.0,0.0
88,83,howard university,28916,7857,1448.0,2.0,6.0,Selective private,1.0,3.0,DC,11304.0,Washington DC,11001.0,District Of Columbia,0.0,1082.0,0.67221195,0.27662203,0.040040046,0.00093534752,94314.2788022759,76900.0,0.590201954248873,0.10792967,0.16418856,0.20732972,0.21908528,0.3014667,0.15742306,0.055408306,0.0042792596,1.0394742e-05,0.65322775,53337.4050189175,49600.0,53900.0,0.09204339199999999,0.10671449,0.12386321,0.11979977,0.21431108,0.43531144,0.23732772,0.10849176,0.012485059,0.6081031,0.6176100999999999,0.65037304,0.67082793,0.67795432,0.13992991,0.13353956,0.16963664,0.18591116,0.37098277,0.10727376,0.14693175,0.13992585,0.25343373,0.35243496,0.11886071,0.11739547,0.11054718,0.20502335,0.44817328,0.086054906,0.11400627,0.12706889,0.21932873,0.45354119,0.10117885,0.11944652,0.092076786,0.20591231,0.48138562,0.0086662685,0.0036438403000000003,0.010324778,0.011374536000000001,0.020960219,0.22849120000000003,0.23256041,0.250828,0.27066204,0.33992189,0.0,0.0
